project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P095251_2259382,Madingo-Kayes,-4.43167,11.69611,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2259382,Madingo-Kayes,-4.43167,11.69611,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145263_10378532,Mvoumvou,-4.78135,11.87197,CG Rep. LISUNGI Safety Nets Project,1/29/14,2/28/18,"Congo, Republic of",Other social infrastructure and services,285714.2857,
P145627_2256481,Mvouti,-4.24639,12.48889,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2255989,Nzambi,-3.97083,11.28861,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2255989,Nzambi,-3.97083,11.28861,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2567121,Nzassi,-4.98111,12.03972,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2567121,Nzassi,-4.98111,12.03972,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2261087,Banda-Kayes,-4.68,13.43333,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2261087,Banda-Kayes,-4.68,13.43333,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145627_2260409,DiveniÃ©,-2.67722,12.08556,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2258261,Dolisie,-4.19834,12.66664,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P122398_2258261,Dolisie,-4.19834,12.66664,AFCC2/RI-Central African Backbone - APL3 - Republic of Congo,5/25/11,12/31/16,Eastern Africa,Communications,1250000,98131.905
P145627_2258261,Dolisie,-4.19834,12.66664,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P077513_2258261,Dolisie,-4.19834,12.66664,HIV/AIDS and Health (MAP program),4/20/04,6/30/12,"Congo, Republic of","Other social infrastructure and services|Health|Government and civil society, general",2781683.685,3168727.487
P145627_2259312,Kibangou,-3.26972,12.55722,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145627_2566818,Kimongo,-4.475,12.9425,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2258329,LondÃ©la-Kayes,-4.84194,13.39417,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2258329,LondÃ©la-Kayes,-4.84194,13.39417,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145627_2568914,Louvakou,-3.96333,12.59861,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145627_2257515,Mayoko,-2.28444,12.80833,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2257389,Mbinda,-2.10778,12.87083,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P122398_2257389,Mbinda,-2.10778,12.87083,AFCC2/RI-Central African Backbone - APL3 - Republic of Congo,5/25/11,12/31/16,Eastern Africa,Communications,1250000,98131.905
P145627_2257389,Mbinda,-2.10778,12.87083,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P145627_2256895,Mossendjo,-2.94968,12.70423,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2256726,Mougoundou,-1.95583,12.66583,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2256726,Mougoundou,-1.95583,12.66583,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2256815,Moungoundou-sud,-2.67028,12.67528,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2256815,Moungoundou-sud,-2.67028,12.67528,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2569326,Moutamba,-2.97111,12.59917,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2569326,Moutamba,-2.97111,12.59917,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2256181,Nyanga,-3.685,12.515,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2256181,Nyanga,-3.685,12.515,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2254883,Yaya,-3.14222,12.91333,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2254883,Yaya,-3.14222,12.91333,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2256997,MokÃ©ko,1.56333,15.94111,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2256997,MokÃ©ko,1.56333,15.94111,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P095251_2256307,Ngbala,2.01667,14.9,CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj.,6/5/07,10/31/15,"Congo, Republic of","Agriculture|Transport and storage|Government and civil society, general",284570.724,183770.5635
P145627_2256307,Ngbala,2.01667,14.9,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P128628_2255415,Pointe Noire,1.55556,15.78472,CG Rep. Skills Development for Employability Project,9/17/13,9/30/18,"Congo, Republic of","Education, level unspecified|Basic education|Secondary education",3443046.136,
P145627_2255244,SouankÃ©,2.05966,14.13219,Additional Financing for the Agricultural Development and Rural Roads Rehabilitation Project,1/29/14,,"Congo, Republic of","Agriculture, forestry, fishing|Agriculture|Transport and storage",36764.70588,
P071062_225666,â€˜Adaylou,11.95972,42.74444,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_225310,â€˜Ali â€˜AddÃ©,11.13333,42.88583,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_224951,â€˜AsÃ¢mo,10.98293,42.83876,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_225284,Ali Sabih,11.15583,42.7125,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P088876_225284,Ali Sabih,11.15583,42.7125,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_225284,Ali Sabih,11.15583,42.7125,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P071062_404235,GoubÃ©tto,11.42389,43.00028,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_222596,Holhol,11.31028,42.92944,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_225037,Arta,11.52222,42.84194,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P086379_225037,Arta,11.52222,42.84194,Djibouti Power Access and Diversification Project,11/1/05,12/31/14,Djibouti,Water supply and sanitation|Energy generation and supply,1133586.106,1166165.171
P112253_225037,Arta,11.52222,42.84194,"DJ- Power Access and Diversification, Additonal Financing",6/15/10,,Djibouti,Energy generation and supply,3063952.752,
P088876_225037,Arta,11.52222,42.84194,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_225037,Arta,11.52222,42.84194,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P071062_224379,Daâ€˜asbiyo,11.2525,42.80028,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_224906,â€˜As â€˜Ã_la,11.00361,42.1025,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P082134_223890,Dikhil,11.10861,42.37389,Djibouti Int'l Road Corridor Rehab. Project - Supplemental Credit,5/6/03,,Djibouti,Transport and storage,1032182.167,
P069930_223890,Dikhil,11.10861,42.37389,INTERNATIONAL ROAD CORRIDOR REHABILITATION PROJECT,6/22/00,8/31/05,Djibouti,"Health|Transport and storage|Government and civil society, general",3833034.891,5484900.246
P071062_223890,Dikhil,11.10861,42.37389,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P086379_223890,Dikhil,11.10861,42.37389,Djibouti Power Access and Diversification Project,11/1/05,12/31/14,Djibouti,Water supply and sanitation|Energy generation and supply,1133586.106,1166165.171
P044584_223890,Dikhil,11.10861,42.37389,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P088876_223890,Dikhil,11.10861,42.37389,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_223890,Dikhil,11.10861,42.37389,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P082134_408698,GÃ¢lÃ¢fi,11.71583,41.83611,Djibouti Int'l Road Corridor Rehab. Project - Supplemental Credit,5/6/03,,Djibouti,Transport and storage,1032182.167,
P069930_408698,GÃ¢lÃ¢fi,11.71583,41.83611,INTERNATIONAL ROAD CORRIDOR REHABILITATION PROJECT,6/22/00,8/31/05,Djibouti,"Health|Transport and storage|Government and civil society, general",3833034.891,5484900.246
P082134_220552,Yoboki,11.51139,42.10639,Djibouti Int'l Road Corridor Rehab. Project - Supplemental Credit,5/6/03,,Djibouti,Transport and storage,1032182.167,
P071062_220552,Yoboki,11.51139,42.10639,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P130493_9587420,Djibouti port,11.60538,43.13924,DJ- Power Access and Diversification Project Additional Financing II,6/12/12,,Djibouti,Energy generation and supply|Mineral resources and mining,5105587.326,
P071062_222570,Ambouli,11.56944,43.13667,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P089968_222570,Ambouli,11.56944,43.13667,DJ-FLOOD EMERGENCY REHABILITATION,9/2/04,3/31/09,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|General environmental protection|Transport and storage",1891544.906,2508506.114
P044584_222570,Ambouli,11.56944,43.13667,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P086379_7648070,Balbala,11.56194,43.10666,Djibouti Power Access and Diversification Project,11/1/05,12/31/14,Djibouti,Water supply and sanitation|Energy generation and supply,1133586.106,1166165.171
P086994_7648070,Balbala,11.56194,43.10666,Second School Access and Improvement,11/8/05,12/31/11,Djibouti,"Basic education|Government and civil society, general|Secondary education",1416982.632,1435309.585
P112253_7648070,Balbala,11.56194,43.10666,"DJ- Power Access and Diversification, Additonal Financing",6/15/10,,Djibouti,Energy generation and supply,3063952.752,
P123315_7648070,Balbala,11.56194,43.10666,Strengthening Institutional Capacity and Management of the Education System,6/12/12,8/31/17,Djibouti,"Education, level unspecified|Secondary education",1472765.575,
P130328_7648070,Balbala,11.56194,43.10666,DJ Crisis Response - Social Safety Net Project,6/12/12,9/30/18,Djibouti,Other social infrastructure and services,1227304.646,
P044584_7648070,Balbala,11.56194,43.10666,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P071062_404197,DamÃªrdjÃ´g,11.48556,43.18722,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_223817,Djibouti,11.58901,43.14503,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P086379_223817,Djibouti,11.58901,43.14503,Djibouti Power Access and Diversification Project,11/1/05,12/31/14,Djibouti,Water supply and sanitation|Energy generation and supply,1133586.106,1166165.171
P089968_223817,Djibouti,11.58901,43.14503,DJ-FLOOD EMERGENCY REHABILITATION,9/2/04,3/31/09,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|General environmental protection|Transport and storage",1891544.906,2508506.114
P044584_223817,Djibouti,11.58901,43.14503,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P082221_223817,Djibouti,11.58901,43.14503,PUBLIC WORKS AND SOCIAL DEVELOPMENT SUPPLEMENTAL PROJECT,6/26/03,,Djibouti,Water supply and sanitation|Health|Transport and storage|Basic education,6021062.64,
P131194_223817,Djibouti,11.58901,43.14503,DJ Improving Health Sector Performance,4/2/13,12/31/18,Djibouti,"Health, general|Health",1446079.377,
P044584_224457,BoÃ»lâ€™aos,11.58333,43.15,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P088876_224457,BoÃ»lâ€™aos,11.58333,43.15,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_224457,BoÃ»lâ€™aos,11.58333,43.15,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P044584_223782,DoqlÃ©Ã¯,11.57389,43.10972,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P071062_223780,DorÃ¢le,11.58306,43.06639,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P044584_223491,GabÃ´d,11.56472,43.16167,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P145848_10303652,Quartier 7,11.57019,43.13729,Second Urban Poverty Reduction Project (PREPUD II),5/14/14,6/30/19,Djibouti,"Transport and storage|General environmental protection|Government and civil society, general|Other social infrastructure and services",5600000,
P056419_10121338,Hopital Peltier,11.60829,43.15349,Ex-Combatants Reintegration Pilot Project,12/17/98,6/30/02,Djibouti,"Other social infrastructure and services|Health|Government and civil society, general",1789656.81,1640816.243
P071062_221604,Mouloud,11.16667,42.5,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_400462,AlaÃ¯li á¸_aá¸èá¸èaâ€˜,12.42167,42.89556,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_222171,KhÃ´r Angar,12.38725,43.3347,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_221708,MÃ©dÃ©ho,11.97306,43.02611,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_221527,Obock,11.96306,43.29056,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P086379_221527,Obock,11.96306,43.29056,Djibouti Power Access and Diversification Project,11/1/05,12/31/14,Djibouti,Water supply and sanitation|Energy generation and supply,1133586.106,1166165.171
P123315_221527,Obock,11.96306,43.29056,Strengthening Institutional Capacity and Management of the Education System,6/12/12,8/31/17,Djibouti,"Education, level unspecified|Secondary education",1472765.575,
P088876_221527,Obock,11.96306,43.29056,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_221527,Obock,11.96306,43.29056,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P071062_224995,â€˜Asa Gayla,12.19558,42.64121,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_223773,Dorra,12.15028,42.47624,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_221103,Randa,11.84694,42.66056,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P071062_220782,Tadjoura,11.78528,42.88444,Health Sector Development Project,6/4/02,6/30/12,Djibouti,Health,737721.9824,1017998.738
P123315_220782,Tadjoura,11.78528,42.88444,Strengthening Institutional Capacity and Management of the Education System,6/12/12,8/31/17,Djibouti,"Education, level unspecified|Secondary education",1472765.575,
P044584_220782,Tadjoura,11.78528,42.88444,Djibouti Social Development and Public Works Project,5/25/99,9/30/07,Djibouti,"Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Other social infrastructure and services",1756266.036,2366789.637
P088876_220782,Tadjoura,11.78528,42.88444,DJ-URBAN POVERTY REDUCTION PROJECT,4/29/08,12/31/14,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Government and civil society, general|Other social infrastructure and services",447422.4879,297667.8299
P120190_220782,Tadjoura,11.78528,42.88444,DJ-Urban Poverty Reduction Add Financing,6/10/10,,Djibouti,"Water supply and sanitation|Education, level unspecified|Transport and storage|Other social infrastructure and services",423117.2848,
P088751_2317399,Bandjow-Moke,-1.81667,17.46667,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2317399,Bandjow-Moke,-1.81667,17.46667,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P057296_2317412,Banda-Busongo,-5.392,19.62955,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P057296_2317397,Bandundu,-3.31687,17.38063,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088619_2317397,Bandundu,-3.31687,17.38063,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P117382_2317397,Bandundu,-3.31687,17.38063,DRC Establishing Capacity for Core Public Management,6/28/11,9/15/16,"Congo, Democratic Republic of","Government and civil society, general",2300000,165959.3723
P057296_2317266,Batshampa,-5.52162,19.33913,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088751_2316831,Bokoro,-2.86384,18.36326,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2316831,Bokoro,-2.86384,18.36326,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088751_2316748,Bolobo,-2.158,16.23249,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2316748,Bolobo,-2.158,16.23249,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P088619_2316259,Bulungu,-4.54438,18.60364,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P132821_2315641,Gungu,-5.74044,19.30149,AFCC2/RI-Central African Backbone SOP5,7/16/14,12/31/19,Eastern Africa,Communications,2046666.667,
P057296_2315424,Inkasa,-5.64586,19.96219,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P088751_2315417,Inongo,-1.9275,18.2881,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P100620_2315417,Inongo,-1.9275,18.2881,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P088619_2315417,Inongo,-1.9275,18.2881,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P057296_2314705,Kikwit,-5.04098,18.81619,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P092537_2314705,Kikwit,-5.04098,18.81619,DRC Multi-modal Transport,6/29/10,6/30/18,"Congo, Democratic Republic of",Trade policy and regulations|Transport and storage,4569052.35,1162371.514
P096305_2314705,Kikwit,-5.04098,18.81619,DRC Emergency Multi Sectoral Rehab & Recovery ERL Supplemental (FY06),12/8/05,,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Health|Transport and storage|Energy generation and supply",17712282.9,
P132821_2314705,Kikwit,-5.04098,18.81619,AFCC2/RI-Central African Backbone SOP5,7/16/14,12/31/19,Eastern Africa,Communications,2046666.667,
P088619_2314705,Kikwit,-5.04098,18.81619,Emergency Living Conditions Improvement Support Project,5/26/05,6/30/12,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Energy generation and supply|Transport and storage|Government and civil society, general",2065645.793,1971935.808
P129713_2314705,Kikwit,-5.04098,18.81619,DRC Urban Development Project FY13,5/9/13,7/31/19,"Congo, Democratic Republic of","Water supply and sanitation|Education, level unspecified|Health|Government and civil society, general|Transport and storage",17215230.68,
P057296_2314656,Kimafu,-4.96198,18.57603,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P057296_2314509,Kimputu,-4.95664,18.93513,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
P100620_2313874,Kutu,-2.7249,18.14756,Forest and Nature Conservation Project,4/2/09,6/30/15,"Congo, Democratic Republic of","Forestry|Agriculture, forestry, fishing|Agriculture",2284060.096,1023978.145
P088751_2313864,Kwamouth,-3.18268,16.20003,DRC Health Sector Rehabilitation Support Project,9/1/05,12/31/14,"Congo, Democratic Republic of","Health|Government and civil society, general",2000446.069,2850049.559
P122251_2313864,Kwamouth,-3.18268,16.20003,DRC Malaria Control Additional Financing to Health Sector Rehab Support,12/20/10,,"Congo, Democratic Republic of","Health, general|Health",918038.2778,
P120898_2317395,Bandundu,-3.31667,17.36667,DRC Emergency Urban and Social Rehabilitation Project Additional Financing,6/18/10,,"Congo, Democratic Republic of",Health|Secondary education,8170540.672,
P057296_2314704,Kikwit,-5.03333,18.81667,Emergency Multisector Rehabilitation and Reconstruction Project,8/6/02,5/15/10,"Congo, Democratic Republic of",Water supply and sanitation|Other social infrastructure and services|Health|Energy generation and supply|Transport and storage,6891476.955,10128615.91
